,facility_address,facility_name,facility_city,grade,score,serial_number,points,violation_description,violation_status,time,activity_date,year
431237,208 N RODEO DR,208 RODEO,BEVERLY HILLS,A,94,DAOGQDOYM,1.0,"# 29. Toxic substances properly identified, stored, used",OUT OF COMPLIANCE,201608,2016-08-12,2016
822073,41967 50TH ST W,EASY EGG CAFE,LANCASTER,A,91,DAB8NYT4M,1.0,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE,201710,2017-10-16,2017
116893,13257 S HAWTHORNE BLVD,LOUISIANA CHICKEN AND FISH,HAWTHORNE,A,94,DAY2ERSCB,2.0,# 07. Proper hot and cold holding temperatures,OUT OF COMPLIANCE,201707,2017-07-19,2017
485520,7122 BEVERLY BLVD # C,AMELIA,LOS ANGELES,A,92,DAVAMVVMW,1.0,"# 36. Equipment, utensils and linens: storage and use",OUT OF COMPLIANCE,201604,2016-04-28,2016
328904,13825 S NORMANDIE AVE,FROGGY'S BAR AND GRILL,GARDENA,A,90,DAPRLQM0X,1.0,"# 42. Toilet facilities: properly constructed, supplied, cleaned",OUT OF COMPLIANCE,201701,2017-01-25,2017
68098,8384 W 3RD ST,CLEO,LOS ANGELES,A,90,DA33KOB0Y,1.0,# 28. Fruits and vegetables washed as required,OUT OF COMPLIANCE,201712,2017-12-13,2017
845853,11677 SAN VICENTE BLVD STE 302,TAIKO RESTAURANT,LOS ANGELES,A,94,DA8KWRYUU,1.0,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,201606,2016-06-23,2016
41573,39 PIER AVE,PALMILLA,HERMOSA BEACH,A,90,DAKHEKNC2,2.0,"# 23. No rodents, insects, birds, or animals",OUT OF COMPLIANCE,201711,2017-11-15,2017
163647,4508 W SLAUSON AVE,SIMPLY WHOLESOME,LOS ANGELES,A,97,DAKBYDBCG,1.0,# 43. Premises; personal/cleaning items; vermin-proofing,OUT OF COMPLIANCE,201608,2016-08-30,2016
552349,3100 E IMPERIAL HWY # P-10B,TACONTENTO MEXICAN RESTAURANT,LYNWOOD,A,94,DA1KAHTMP,1.0,"# 26. Approved thawing methods used, frozen food maintained frozen",OUT OF COMPLIANCE,201610,2016-10-05,2016
665991,3107 N EASTERN AVE,DON TONOS RESTAURANT,LOS ANGELES,A,97,DAGYHFH8X,1.0,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE,201702,2017-02-09,2017
545101,160 E DUARTE RD,LUCKY DONUTS,ARCADIA,A,91,DA2IYWBBX,2.0,# 06. Adequate handwashing facilities supplied & accessible,OUT OF COMPLIANCE,201707,2017-07-19,2017
364367,3731 W PICO BLVD,RESTAURANTE EL TREBOL,LOS ANGELES,A,95,DAESPATGI,1.0,# 43. Premises; personal/cleaning items; vermin-proofing,OUT OF COMPLIANCE,201708,2017-08-02,2017
199098,23347 E GOLDEN SPRINGS DR,PEACOCK GARDENS,DIAMOND BAR,A,90,DAI9OTVST,2.0,# 09. Proper cooling methods,OUT OF COMPLIANCE,201705,2017-05-16,2017
725383,901 N ALAMEDA ST,JOE BEZERRA'S CHEVRON #3,LOS ANGELES,A,98,DAANY66JC,1.0,# 43. Premises; personal/cleaning items; vermin-proofing,OUT OF COMPLIANCE,201710,2017-10-10,2017
749647,18222 S WESTERN AVE,BON JOUR FRENCH PASTRY,GARDENA,A,90,DA0AZTKQL,1.0,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",OUT OF COMPLIANCE,201606,2016-06-14,2016
542282,7327 ATLANTIC AVE,NORTH STAR LIQUOR DELI,CUDAHY,A,92,DAEUGBBBI,2.0,# 07. Proper hot and cold holding temperatures,OUT OF COMPLIANCE,201709,2017-09-26,2017
655563,548 S BROADWAY,GOURMENT LA BAKERY,LOS ANGELES,A,94,DAD7ZVS6J,2.0,# 06. Adequate handwashing facilities supplied & accessible,OUT OF COMPLIANCE,201712,2017-12-20,2017
900856,601 W 5TH ST STE 102,ESAAN A TASTE OF THAI,LOS ANGELES,A,90,DAAYWRHXR,1.0,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,201603,2016-03-07,2016
131026,1205 ABBOT KINNEY BLVD,THE BUTCHER'S DAUGHTER,VENICE,A,90,DAUAY2WKP,1.0,"# 36. Equipment, utensils and linens: storage and use",OUT OF COMPLIANCE,201607,2016-07-08,2016
606776,1828 E ROUTE 66,LONE HILL LIQUOR,GLENDORA,A,97,DAQNRLTRT,1.0,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,201608,2016-08-04,2016
236523,2600 DURFEE AVE,TACOS DEL CHINO,EL MONTE,A,96,DAKZ1OZ4J,1.0,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE,201509,2015-09-16,2015
518716,162 E COMPTON BLVD STE A,BILL'S TACO HOUSE #4,COMPTON,A,95,DACRCI0V0,0.0,# 51. Permit Suspension,OUT OF COMPLIANCE,201609,2016-09-07,2016
875508,742 N HIGHLAND AVE,CAT AND FIDDLE,LOS ANGELES,A,92,DAAQCUOD2,2.0,"# 13. Food in good condition, safe and unadulterated",OUT OF COMPLIANCE,201706,2017-06-07,2017
754671,1400 S WESTERN AVE,HARVARD YARD,LOS ANGELES,A,93,DAWZLC0TB,1.0,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE,201711,2017-11-17,2017
750688,100 UNIVERSAL CITY PLZ,UNIVERSAL STUDIOS HOLLYWOOD,UNIVERSAL CITY,A,96,DAHEXRCPE,1.0,"# 36. Equipment, utensils and linens: storage and use",OUT OF COMPLIANCE,201708,2017-08-15,2017
127283,11245 S LONG BEACH BLVD,FOOD 4 LESS #324,LYNWOOD,A,94,DAUII0DK8,1.0,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",OUT OF COMPLIANCE,201611,2016-11-17,2016
129210,1815 HAWTHORNE BLVD # 316,CHARLEY'S PHILLY STEAKS,REDONDO BEACH,A,97,DAZAAJDDF,1.0,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE,201708,2017-08-21,2017
883398,4775 W ROSECRANS AVE,CVS/PHARMACY #5809,HAWTHORNE,A,95,DA40QSWJE,1.0,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",OUT OF COMPLIANCE,201612,2016-12-15,2016
580626,21839 HAWTHORNE BLVD,SUBWAY #25097,TORRANCE,A,96,DAOCMNKXJ,2.0,# 21b. Water available,OUT OF COMPLIANCE,201510,2015-10-21,2015
163254,8358 FOOTHILL BLVD,KILIKIA BAKERY,SUNLAND,A,91,DA0VEVS0X,1.0,"# 37. Adequate ventilation and lighting; designated areas, use",OUT OF COMPLIANCE,201602,2016-02-02,2016
778033,22122 SHERMAN WAY STE 101,JG'S NIPA HUT,CANOGA PARK,A,95,DAKBI3KHM,1.0,"# 36. Equipment, utensils and linens: storage and use",OUT OF COMPLIANCE,201710,2017-10-27,2017
449656,2676 PASADENA AVE,MARISCOS EL CAMARON PELADO RESTAURANT,LOS ANGELES,A,95,DAVXIGWHJ,1.0,"# 42. Toilet facilities: properly constructed, supplied, cleaned",OUT OF COMPLIANCE,201702,2017-02-14,2017
251565,500 N ATLANTIC BLVD # A117,NICE TIME CAFE,MONTEREY PARK,A,90,DA90U8QEV,1.0,# 30. Food properly stored; food storage containers identified,OUT OF COMPLIANCE,201605,2016-05-25,2016
669359,860 S INDIAN HILL BLVD,MCDONALD'S,CLAREMONT,A,96,DAVKLA22G,2.0,"# 23. No rodents, insects, birds, or animals",OUT OF COMPLIANCE,201608,2016-08-18,2016
280353,8820 WASHINGTON BLVD,HAYDEN,CULVER CITY,A,90,DAQWR3EBL,2.0,"# 18. Compliance with variance, specialized process, & HACCP Plan",OUT OF COMPLIANCE,201708,2017-08-01,2017
599845,3658 FOOTHILL BLVD,OLIVE BRANCH RESTAURANT,LA CRESCENTA,A,94,DAXCWP1EC,2.0,# 14. Food contact surfaces: clean and sanitized,OUT OF COMPLIANCE,201710,2017-10-17,2017
466744,3656 S NOGALES ST,CHINA BLOSSOM RESTAURANT,WEST COVINA,B,85,DADBJYMUY,4.0,# 14. Food contact surfaces: clean and sanitized,OUT OF COMPLIANCE,201701,2017-01-23,2017
74982,11156 1/2 E WHITTIER BLVD,TAQUERIA EL ATACOR #3,WHITTIER,A,98,DAZOZVCCK,1.0,# 39. Wiping cloths: properly used and stored,OUT OF COMPLIANCE,201510,2015-10-19,2015
666158,4051 INGLEWOOD AVE STE #105,FLAME BROILER REDONDO BEACH,REDONDO BEACH,A,90,DA8UFUXSX,1.0,# 30. Food properly stored; food storage containers identified,OUT OF COMPLIANCE,201712,2017-12-12,2017
507139,4017 W PICO BLVD,LA DAEKWANRYEONG,LOS ANGELES,A,95,DAYWV6IHM,1.0,# 43. Premises; personal/cleaning items; vermin-proofing,OUT OF COMPLIANCE,201601,2016-01-20,2016
215063,7119 SEVILLE AVE STE B,GLORIA'S PUPUSARIA,HUNTINGTON PARK,B,85,DAIH0NNZ0,4.0,# 07. Proper hot and cold holding temperatures,OUT OF COMPLIANCE,201612,2016-12-06,2016
852160,11205 S CRENSHAW BLVD,BROLLY HUT INC,INGLEWOOD,A,91,DA55ADQ8K,1.0,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE,201711,2017-11-08,2017
150303,6817 WOODMAN AVE,PANADERIA MEXICO,VAN NUYS,A,93,DAFSDOTQC,1.0,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE,201511,2015-11-02,2015
764360,315 E 1ST ST,FUGETSU DO,LOS ANGELES,A,92,DAIXKB0KM,1.0,"# 37. Adequate ventilation and lighting; designated areas, use",OUT OF COMPLIANCE,201608,2016-08-10,2016
537317,130 PLAZA DR,AMAPOLA DELI & MARKET,WEST COVINA,A,95,DAKLTW6ZQ,1.0,# 30. Food properly stored; food storage containers identified,OUT OF COMPLIANCE,201705,2017-05-03,2017
189689,715 S GLENDALE AVE,MAPLE MARKET,GLENDALE,A,97,DAL7HP5YT,2.0,# 07. Proper hot and cold holding temperatures,OUT OF COMPLIANCE,201608,2016-08-05,2016
794229,7130 1/2 VAN NUYS BLVD,PARAISO KABAB,VAN NUYS,A,94,DAX0EIW3R,1.0,"# 42. Toilet facilities: properly constructed, supplied, cleaned",OUT OF COMPLIANCE,201507,2015-07-28,2015
375070,611 S WESTERN AVE,CAFFE BENE,LOS ANGELES,B,83,DAI33FXW4,1.0,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,201601,2016-01-14,2016
448,10800 W PICO BLVD,OKI JAPAN,LOS ANGELES,A,91,DAGLZT0GW,1.0,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,201510,2015-10-22,2015
84691,4828 WHITTIER BLVD,SIMON'S RESTAURANT,LOS ANGELES,A,90,DAM0UP7K2,1.0,# 43. Premises; personal/cleaning items; vermin-proofing,OUT OF COMPLIANCE,201602,2016-02-08,2016
895667,2523 CANADA BLVD,CANADA LIQUOR,GLENDALE,A,92,DAAY7ALLU,1.0,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE,201707,2017-07-18,2017
782525,500 W MANCHESTER AVE,TAM'S BURGER,LOS ANGELES,B,85,DAGB0Y1QS,4.0,# 09. Proper cooling methods,OUT OF COMPLIANCE,201710,2017-10-30,2017
81064,23385 GOLDEN SPRINGS DR,ALJIBANI HALAL MARKET,DIAMOND BAR,A,91,DAHDLGJWO,2.0,"# 23. No rodents, insects, birds, or animals",OUT OF COMPLIANCE,201606,2016-06-21,2016
445902,1911 E GAGE ST J-5,RESTAURANTE EL AZTECA,HUNTINGTON PARK,B,82,DAETW33ND,2.0,# 14. Food contact surfaces: clean and sanitized,OUT OF COMPLIANCE,201702,2017-02-21,2017
13398,25860 MCBEAN PKWY,DINKS DELI & BAGEL,VALENCIA,A,97,DAYLKW9AC,1.0,# 39. Wiping cloths: properly used and stored,OUT OF COMPLIANCE,201612,2016-12-20,2016
370580,7346 E ALONDRA BLVD,TACOS EL PUEBLO,PARAMOUNT,A,93,DAT4CZHFB,1.0,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,201709,2017-09-07,2017
709413,15651 HAWTHORNE BLVD,PHO HOUSE,LAWNDALE,A,92,DADOIYKG8,1.0,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE,201712,2017-12-26,2017
426976,1759 S ALAMEDA ST,CHIPOTLE MEXICAN GRILL #2241,COMPTON,A,95,DAEMPAUYS,1.0,"# 34. Warewashing facilities: Adequate, maintained, properly use, test strips available",OUT OF COMPLIANCE,201712,2017-12-01,2017
289556,133 E LOMITA BLVD,THAI VILAY,CARSON,A,91,DACJWNVWR,1.0,"# 34. Warewashing facilities: Adequate, maintained, properly use, test strips available",OUT OF COMPLIANCE,201711,2017-11-15,2017
250442,5700 E WHITTIER BLVD,LA MONARCA,COMMERCE,A,95,DA9LQOELB,1.0,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE,201603,2016-03-22,2016
164333,9800 TOPANGA CANYON BLVD STE C,SUSHI USA,CHATSWORTH,A,94,DAUCYHCZU,1.0,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,201704,2017-04-20,2017
281985,119 N 2ND ST,MVP LOUNGE,LA PUENTE,B,87,DABWETNYZ,1.0,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,201602,2016-02-12,2016
531279,18525 PIONEER BLVD,RAJDHANI,ARTESIA,A,94,DAD2VPVP2,2.0,# 05. Hands clean and properly washed; gloves used properly,OUT OF COMPLIANCE,201603,2016-03-02,2016
214738,16943 DEVONSHIRE ST,"GRANADA HILLS PANCAKES, INC.",GRANADA HILLS,A,96,DAJO2NYZV,1.0,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE,201708,2017-08-24,2017
142404,1925 W TEMPLE ST #101,EL MAJAHUAL RESTAURANT,LOS ANGELES,A,92,DAH7FFMMS,1.0,# 39. Wiping cloths: properly used and stored,OUT OF COMPLIANCE,201607,2016-07-25,2016
806534,2308 E 1ST ST,VICKY'S RESTAURANT,LOS ANGELES,A,91,DA2FRTFWV,1.0,# 30. Food properly stored; food storage containers identified,OUT OF COMPLIANCE,201601,2016-01-27,2016
589425,3550 S LA BREA AVE,RITE AID #05458,LOS ANGELES,A,97,DAR7Y7HU0,1.0,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",OUT OF COMPLIANCE,201602,2016-02-02,2016
213363,640 W VALLEY BLVD # A,YU MING RESTAURANT,ALHAMBRA,B,80,DAN30V8UW,1.0,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE,201701,2017-01-11,2017
268638,181 W SIERRA MADRE BLVD,SIERRA MADRE PIZZA CO.,SIERRA MADRE,A,94,DAQFVKHNR,1.0,# 43. Premises; personal/cleaning items; vermin-proofing,OUT OF COMPLIANCE,201704,2017-04-12,2017
782405,1856 E HUNTINGTON DR,CABRERA'S,DUARTE,A,92,DACSWAAOZ,1.0,# 38. Thermometers provided and accurate,OUT OF COMPLIANCE,201610,2016-10-12,2016
798972,701 LINCOLN BLVD,LOCALI,LOS ANGELES,A,100,DA04TSIK6,0.0,No violation,No violation,201602,2016-02-16,2016
25918,111 E MAIN ST,ONE & ONE BAKERY,ALHAMBRA,A,91,DACDRN4VE,2.0,# 07. Proper hot and cold holding temperatures,OUT OF COMPLIANCE,201609,2016-09-27,2016
314074,24266 VALENCIA BLVD,YOGURTLAND,VALENCIA,A,100,DAQ0YZXPA,0.0,No violation,No violation,201705,2017-05-12,2017
427436,855 N VERMONT AVE,TULLY'S COFFEE # 3400,LOS ANGELES,A,94,DAC073W7S,1.0,# 27. Food separated and protected,OUT OF COMPLIANCE,201610,2016-10-04,2016
192288,5677 W PICO BLVD,HO HO KITCHEN,LOS ANGELES,A,91,DA0NGM0KA,2.0,"# 23. No rodents, insects, birds, or animals",OUT OF COMPLIANCE,201709,2017-09-11,2017
351550,630 W HUNTINGTON DR,CHILI'S GRILL & BAR #28,MONROVIA,A,91,DAZHRRCFS,1.0,# 39. Wiping cloths: properly used and stored,OUT OF COMPLIANCE,201601,2016-01-20,2016
481008,7000 HOLLYWOOD BLVD,25 DEGREES,LOS ANGELES,A,95,DAXBA4Q1F,2.0,"# 04. Proper eating, drinking, or tobacco use",OUT OF COMPLIANCE,201709,2017-09-22,2017
328050,1944 S ATLANTIC BLVD,COOK'S TORTAS,MONTEREY PARK,A,92,DADSL8OWQ,1.0,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE,201708,2017-08-01,2017
120611,1555 VINE ST #19,FARMERS BELLY CAFE,LOS ANGELES,A,90,DAS0RNLUO,1.0,# 47. Permits Available,OUT OF COMPLIANCE,201606,2016-06-23,2016
105963,1009 ABBOT KINNEY BLVD,PLANT FOOD & WINE,VENICE,A,94,DACWGD0GR,2.0,# 06. Adequate handwashing facilities supplied & accessible,OUT OF COMPLIANCE,201508,2015-08-24,2015
68516,2210 MARINE AVE STE J,FORTUNE CORNER CHINESE FOOD,GARDENA, ,66,DAXAEXIJS,2.0,# 06. Adequate handwashing facilities supplied & accessible,OUT OF COMPLIANCE,201509,2015-09-10,2015
530877,1190 W FOOTHILL BLVD,CARL'S JR,AZUSA,A,95,DAWQDC5CV,1.0,"# 37. Adequate ventilation and lighting; designated areas, use",OUT OF COMPLIANCE,201712,2017-12-27,2017
774752,131 S CENTRAL AVE,TWINKLE BROWN SUGAR,LOS ANGELES,A,94,DAHZZQLLM,1.0,# 38. Thermometers provided and accurate,OUT OF COMPLIANCE,201607,2016-07-26,2016
381659,11633 SAN VICENTE BLVD,TOSCANA,LOS ANGELES,A,95,DAQGVJ9FO,1.0,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,201605,2016-05-26,2016
797569,11849 WHITTIER BLVD,DOMINO'S PIZZA,WHITTIER,A,97,DACMRRNJ0,1.0,"# 42. Toilet facilities: properly constructed, supplied, cleaned",OUT OF COMPLIANCE,201611,2016-11-29,2016
485475,5679 N WOODRUFF AVE,MAMMA'S SUSHI,LAKEWOOD,B,85,DA75Y3A14,2.0,# 05. Hands clean and properly washed; gloves used properly,OUT OF COMPLIANCE,201708,2017-08-17,2017
842550,19301 PARTHENIA ST,NORTHRIDGE USA INC,NORTHRIDGE,A,90,DA0RONPNK,1.0,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,201703,2017-03-03,2017
898083,1147 S WESTERN AVE,55 BUNGEE RAMEN,LOS ANGELES,A,95,DAHFJ1QPM,1.0,"# 36. Equipment, utensils and linens: storage and use",OUT OF COMPLIANCE,201605,2016-05-19,2016
431451,4352 MELROSE AVE,RINCON CHILENO,LOS ANGELES,B,82,DAGWYF0V0,1.0,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE,201701,2017-01-04,2017
89011,380 WORLD WAY 5TH FLR,QANTAS AIRWAYS LOUNGE,LOS ANGELES,B,82,DAQXSMFAT,4.0,# 09. Proper cooling methods,OUT OF COMPLIANCE,201704,2017-04-18,2017
112730,957 N LA BREA AVE,POPEYES #5,INGLEWOOD,A,95,DA5K1VVZJ,1.0,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",OUT OF COMPLIANCE,201602,2016-02-25,2016
166607,3224 W OLYMPIC BLVD # 102,MIARI NOODLE HOUSE,LOS ANGELES,A,91,DAE9HMHNX,1.0,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,201608,2016-08-10,2016
85216,9882 S SANTA MONICA BLVD,THE BELVEDERE RESTAURANT,BEVERLY HILLS,A,90,DA8RXSZ2W,4.0,# 07. Proper hot and cold holding temperatures,OUT OF COMPLIANCE,201612,2016-12-08,2016
316860,846 W DUARTE RD,TEN REN'S TEA TIME,ARCADIA,A,98,DALQT0PKN,1.0,# 38. Thermometers provided and accurate,OUT OF COMPLIANCE,201711,2017-11-02,2017
273593,125 W ARBOR VITAE ST,RESTAURANT BARBARITA,INGLEWOOD,A,91,DAA0WUP2W,1.0,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",OUT OF COMPLIANCE,201712,2017-12-06,2017
257585,14412 RAMONA BLVD,EL ATACOR TAQUERIA #7,BALDWIN PARK,A,92,DAYTYRP56,1.0,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,201609,2016-09-01,2016
493334,1900 BEVERLY BLVD,LA SAN MIGUEL,LOS ANGELES,A,95,DA0ZUCDCK,2.0,# 21b. Water available,OUT OF COMPLIANCE,201511,2015-11-17,2015
433529,505 S FLOWER ST # 34B,PAM'S DELI DELITE,LOS ANGELES,A,95,DABI23P0I,1.0,"# 34. Warewashing facilities: Adequate, maintained, properly use, test strips available",OUT OF COMPLIANCE,201702,2017-02-21,2017
654275,3526 W SLAUSON AVE,MR WISDOM,LOS ANGELES,A,91,DAUWZVS2B,1.0,# 46. Signs posted; last inspection report available,OUT OF COMPLIANCE,201706,2017-06-21,2017
204206,1445 W 3RD ST,LOS AMIGOS TAQUERIA,LOS ANGELES,C,75,DAVSDLZ7E,1.0,# 27. Food separated and protected,OUT OF COMPLIANCE,201609,2016-09-27,2016
361195,1000 UNIVERSAL STUDIO BLVD STE #152,WOLFGANG PUCK LA BISTRO,UNIVERSAL CITY,A,97,DA9A0PUYT,1.0,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE,201608,2016-08-15,2016
699698,5870 E DEL AMO BLVD,7 ELEVEN #24207B,LAKEWOOD,B,80,DADXZTJJA,2.0,# 06. Adequate handwashing facilities supplied & accessible,OUT OF COMPLIANCE,201707,2017-07-20,2017
698224,700 WORLD WAY # 76,B GRILL,LOS ANGELES,A,94,DAVOQ4CPN,1.0,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE,201511,2015-11-02,2015
748879,633 N SPRING ST # 2-3,INTIRAYMI RESTAURANT,LOS ANGELES,A,90,DAIQWY06I,1.0,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",OUT OF COMPLIANCE,201712,2017-12-06,2017
886980,12777 SAN FERNANDO RD #4,SUNRISE MARKET,SYLMAR,A,93,DA1DLMIYS,1.0,# 39. Wiping cloths: properly used and stored,OUT OF COMPLIANCE,201606,2016-06-24,2016
815025,612 S FLOWER ST,BIG SUGAR BAKE SHOP,LOS ANGELES,A,95,DAKGT1HDU,1.0,# 43. Premises; personal/cleaning items; vermin-proofing,OUT OF COMPLIANCE,201603,2016-03-07,2016
362760,10823 VENICE BLVD,.88$ AND MORE ASIAN GROCERY,LOS ANGELES,B,88,DAURBNIZT,2.0,# 21a. Hot Water Available,OUT OF COMPLIANCE,201708,2017-08-23,2017
144576,4210 W VANOWEN PL,GIORGIO'S PIZZA & SUB,BURBANK,A,90,DA3DDQEE4,1.0,# 39. Wiping cloths: properly used and stored,OUT OF COMPLIANCE,201711,2017-11-16,2017
255364,12131 VENTURA BLVD,PANERA BREAD,STUDIO CITY,A,93,DAH64LPVE,1.0,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",OUT OF COMPLIANCE,201611,2016-11-01,2016
737046,2214 W EL SEGUNDO BLVD,DONUT KING,GARDENA,A,90,DA0OWHRK1,1.0,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE,201712,2017-12-06,2017
12688,5850 W 3RD ST #A,SK DONUTS,LOS ANGELES,B,86,DAWEYXUI0,1.0,"# 37. Adequate ventilation and lighting; designated areas, use",OUT OF COMPLIANCE,201710,2017-10-04,2017
411558,101 E FOOTHILL BLVD STE #1,SANTANAS,POMONA,A,96,DAPFSDQQP,1.0,# 30. Food properly stored; food storage containers identified,OUT OF COMPLIANCE,201512,2015-12-30,2015
801767,12708 SHERMAN WAY STE B,DON PAQUITO RESTAURANT,NORTH HOLLYWOOD,A,90,DAOE9ZVVI,1.0,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,201711,2017-11-07,2017
326110,3719 W SUNSET BLVD,KOMBU,LOS ANGELES,A,91,DAJ3IRB1X,1.0,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,201703,2017-03-01,2017
324720,1924 N DURFEE AVE,LA MICHOACANA,SOUTH EL MONTE,A,91,DAP0D2QQD,1.0,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE,201704,2017-04-21,2017
554641,9725 CULVER BLVD,WILDCRAFT SOURDOUGH PIZZA,CULVER CITY,A,90,DAUECQDFX,4.0,# 14. Food contact surfaces: clean and sanitized,OUT OF COMPLIANCE,201509,2015-09-22,2015
144106,13430 ARTESIA BLVD,OTTO KITCHEN,CERRITOS,A,91,DA8IF6B9B,2.0,# 07. Proper hot and cold holding temperatures,OUT OF COMPLIANCE,201710,2017-10-04,2017
41255,6518 GREENLEAF AVE STE #10,GOLDEN OX,WHITTIER,A,94,DAES07CNZ,1.0,# 43. Premises; personal/cleaning items; vermin-proofing,OUT OF COMPLIANCE,201512,2015-12-02,2015
569344,7578 WINNETKA AVE,HOMESTYLE DONUTS,WINNETKA,A,95,DAIUBFQB1,2.0,# 21b. Water available,OUT OF COMPLIANCE,201601,2016-01-20,2016
813723,18114 N PARTHENIA ST,TORTILLA INN,NORTHRIDGE,A,93,DASQC2ODE,1.0,# 46. Signs posted; last inspection report available,OUT OF COMPLIANCE,201611,2016-11-08,2016
701849,301 W VALLEY BLVD # 112,MEI LONG VILLAGE,SAN GABRIEL,A,91,DAGFDSQXT,1.0,# 39. Wiping cloths: properly used and stored,OUT OF COMPLIANCE,201609,2016-09-08,2016
870879,350 S GRAND AVE # D-2,POKE BAR,LOS ANGELES,A,95,DAUP0S0JH,1.0,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE,201612,2016-12-05,2016
61969,122 W STOCKER ST,SHAMSHIRI GLENDALE,GLENDALE,A,92,DA0FPP3LL,1.0,"# 37. Adequate ventilation and lighting; designated areas, use",OUT OF COMPLIANCE,201710,2017-10-24,2017
201648,19801 S WESTERN AVE,SOUTHSIDE CAFE,TORRANCE,A,91,DAMX3DXLO,4.0,# 07. Proper hot and cold holding temperatures,OUT OF COMPLIANCE,201610,2016-10-05,2016
901081,120 S LOS ANGELES ST,RENDEZVOUS LOUNGE BAR,LOS ANGELES,A,98,DA90WAAE9,1.0,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,201609,2016-09-09,2016
681431,12120 CARSON ST,WAL-MART NEIGHBORHOOD MARKET #4173,HAWAIIAN GARDENS,A,94,DAPS71WM9,1.0,"# 34. Warewashing facilities: Adequate, maintained, properly use, test strips available",OUT OF COMPLIANCE,201510,2015-10-13,2015
460872,3274 W 6TH ST,BROTHER'S SANDWICH SHOP,LOS ANGELES,A,95,DALLRLMWN,2.0,"# 23. No rodents, insects, birds, or animals",OUT OF COMPLIANCE,201507,2015-07-06,2015
72112,11030 JEFFERSON BLVD,PANDA EXPRESS #129,CULVER CITY,A,94,DAIS6ACSD,4.0,# 07. Proper hot and cold holding temperatures,OUT OF COMPLIANCE,201707,2017-07-03,2017
533328,9761 LAUREL CANYON BLVD,GOLFO DE FONSECA,PACOIMA,A,91,DAXR7NQSI,2.0,# 14. Food contact surfaces: clean and sanitized,OUT OF COMPLIANCE,201709,2017-09-27,2017
